numero_lot ; id_client ; nom_produit ; quantite ; date_transaction ; montant
466;CL50921000;Produit59;97;2023-12-11;107.58366998315198
467;CL75301000;Produit66;60;2024-01-02;589.3784814466959
468;CL41071000;Produit14;90;2023-06-05;167.65063920582958
469;CL65571000;Produit8;35;2024-05-04;113.82534701773997
470;CL57311000;Produit45;96;2023-12-11;524.5746286457435
471;CL49241000;Produit76;75;2023-06-10;745.7666490833984
472;CL12041000;Produit92;61;2024-05-07;775.2047053408961
473;CL89681000;Produit7;47;2023-08-12;433.24429704048435
474;CL72861000;Produit68;4;2024-03-28;525.1019093495421
475;CL13451000;Produit3;99;2023-07-03;114.6625668273194
476;CL79501000;Produit98;90;2023-08-24;825.9968890180368
477;CL59291000;Produit55;71;2023-10-08;512.3663858149898
478;CL9541000;Produit15;27;2024-01-18;50.624760560692536
479;CL78321000;Produit31;25;2023-10-29;727.1615674786128
480;CL74941000;Produit39;75;2023-08-05;79.76136795365078
481;CL83131000;Produit86;82;2023-08-09;887.7268892685671
482;CL34151000;Produit62;49;2023-11-29;429.77471321358547
483;CL7701000;Produit81;79;2023-11-11;744.9904718221378
484;CL46291000;Produit96;45;2024-04-26;92.31857798103626
485;CL11451000;Produit49;9;2023-11-12;945.1413784569914
486;CL57331000;Produit69;54;2023-12-14;335.02701659858286
487;CL20511000;Produit56;39;2023-08-09;237.3798103932556
488;CL51951000;Produit79;39;2023-06-10;63.71271533615106
489;CL4221000;Produit1;70;2024-04-16;70.28935558681479
490;CL12541000;Produit17;71;2024-02-17;337.0371782332873
491;CL42301000;Produit55;30;2023-10-29;213.01067780154963
492;CL57331000;Produit65;35;2023-08-26;449.71421417816174
493;CL52141000;Produit49;92;2023-09-17;833.5374815716625
494;CL43271000;Produit49;57;2024-01-14;514.7484345645773
495;CL56291000;Produit8;79;2023-11-11;183.42057459332878
496;CL46171000;Produit82;100;2023-07-18;110.11978471319559
497;CL32241000;Produit96;100;2023-08-28;378.0970506068384
498;CL12081000;Produit29;86;2024-05-02;755.7334077497377
499;CL34951000;Produit4;99;2024-05-18;509.7512271685239
500;CL56051000;Produit59;87;2023-07-04;588.7967069606798
501;CL50081000;Produit58;76;2023-06-30;20.014756509770756
502;CL81271000;Produit97;2;2023-06-23;535.4028624783698
503;CL80731000;Produit17;96;2024-03-13;765.531316417216
504;CL45081000;Produit62;42;2023-06-25;624.7441865265695
505;CL76261000;Produit7;78;2023-09-07;328.21220493119006
506;CL59691000;Produit97;28;2024-02-10;525.6972214470725
507;CL79581000;Produit78;22;2023-06-01;864.3102082849905
508;CL41531000;Produit79;52;2023-12-06;910.5831932997172
509;CL32101000;Produit21;62;2023-10-10;402.81899913098505
510;CL55941000;Produit85;87;2024-01-09;673.6713550442612
511;CL49271000;Produit3;1;2023-12-29;332.3948841237464
512;CL62261000;Produit58;91;2023-09-11;884.8372922623169
513;CL89791000;Produit9;63;2023-10-14;580.3864468162552
514;CL50331000;Produit13;42;2024-05-24;87.99051359881639
515;CL71091000;Produit41;33;2023-07-18;373.68950092111294
516;CL37511000;Produit6;42;2023-10-31;507.13087690221766
517;CL81821000;Produit40;21;2023-11-25;525.2226886158431
518;CL45181000;Produit64;94;2024-03-09;506.77498642420204
519;CL1151000;Produit5;93;2023-06-16;705.6980414663025
520;CL73141000;Produit35;45;2023-06-16;731.0073104436477
521;CL42461000;Produit41;50;2023-08-21;507.0570316127993
522;CL13561000;Produit59;91;2023-09-28;263.46413924326635
523;CL19891000;Produit48;30;2024-03-18;23.123675210168827
524;CL58691000;Produit6;1;2023-08-27;17.457768273531563
525;CL63871000;Produit16;46;2024-04-22;146.520849631364
526;CL82391000;Produit62;23;2023-08-22;898.414510559917
527;CL18761000;Produit8;18;2024-03-18;918.1834027129853
528;CL68881000;Produit95;89;2024-05-28;823.4535760045202
529;CL30931000;Produit83;54;2023-09-21;481.5237595577804
530;CL48231000;Produit41;51;2024-04-15;232.80485412084872
531;CL64241000;Produit92;38;2023-12-06;24.75539495026729
532;CL53531000;Produit57;67;2023-07-19;253.78754214458
533;CL84371000;Produit99;50;2023-07-31;389.508227558026
534;CL65081000;Produit90;29;2023-08-10;938.0905663707837
535;CL29481000;Produit78;64;2024-04-29;166.7862129349107
536;CL31621000;Produit3;93;2024-02-15;391.3568066131381
537;CL35521000;Produit10;20;2023-07-26;552.7829908452477
538;CL26171000;Produit48;73;2023-11-04;638.7323394675052
539;CL32231000;Produit41;14;2023-06-07;530.0088568079642
540;CL701000;Produit55;5;2024-02-02;600.6576733609616
541;CL69331000;Produit18;96;2024-02-17;156.6641506695762
542;CL26191000;Produit53;96;2024-05-02;828.2188812018034
543;CL47261000;Produit35;26;2023-07-01;339.9574553291907
544;CL22531000;Produit61;11;2024-02-07;561.7147322972276
545;CL16981000;Produit6;74;2023-07-21;282.9953033615259
546;CL69031000;Produit97;85;2024-03-24;158.5109807886359
547;CL60191000;Produit43;32;2023-10-05;158.51306620556667
548;CL601000;Produit39;97;2024-02-04;446.92969147212835
549;CL7311000;Produit99;19;2023-06-11;644.7721059397513
550;CL71431000;Produit20;39;2023-10-30;180.95416247226137
551;CL3141000;Produit55;16;2023-07-19;705.7750955784846
552;CL85431000;Produit10;30;2023-06-16;811.4118445642591
553;CL23401000;Produit67;64;2024-01-15;811.0633569100758
554;CL88941000;Produit55;5;2024-02-29;872.439524450455
555;CL49511000;Produit65;50;2023-07-12;893.9262822931692
556;CL89121000;Produit6;41;2024-01-07;228.24072249407774
557;CL26981000;Produit26;55;2024-05-14;335.2001884612028
558;CL88001000;Produit97;86;2023-06-09;244.13703501044387
559;CL79861000;Produit57;28;2024-01-28;364.94458358601327
560;CL19811000;Produit12;50;2024-04-03;93.81245746230772
561;CL54471000;Produit87;46;2024-04-10;553.2966052002014
562;CL11071000;Produit46;38;2023-06-07;381.4837016495483
563;CL61391000;Produit59;5;2023-09-03;424.51318937674205
564;CL86221000;Produit34;90;2024-04-30;884.9354014941505
565;CL13071000;Produit15;76;2024-05-15;704.5690602187468
566;CL31061000;Produit89;100;2023-06-13;13.277927931175373
567;CL43271000;Produit12;77;2023-12-10;560.2907250069851
568;CL49411000;Produit4;56;2024-03-16;578.6662472109828
569;CL62361000;Produit47;31;2023-06-21;949.639308783875
570;CL16931000;Produit96;95;2024-05-02;354.71495097356615
571;CL61781000;Produit33;62;2023-09-07;773.8265771438803
572;CL11421000;Produit87;13;2024-02-17;788.0172285824119
573;CL38881000;Produit41;15;2023-07-03;578.0342641771838
574;CL51951000;Produit6;18;2023-07-28;193.9919661224801
575;CL20831000;Produit28;10;2023-10-19;171.8419322742055
576;CL36931000;Produit52;53;2024-01-01;311.6151899333528
577;CL58781000;Produit86;3;2024-05-22;301.43849759092365
578;CL60091000;Produit15;76;2023-08-27;54.71999719047273
579;CL35801000;Produit69;99;2023-10-09;934.3448731523625
580;CL12511000;Produit8;96;2023-07-10;323.15828230848655
581;CL37461000;Produit83;15;2024-03-08;854.9089467159017
582;CL88561000;Produit6;57;2023-06-03;516.799013608598
583;CL39521000;Produit61;75;2023-07-27;744.1089749148955
584;CL60021000;Produit92;19;2023-07-28;947.0908649642755
585;CL87981000;Produit88;45;2023-12-17;524.2284321358203
586;CL57961000;Produit56;43;2024-03-06;66.64492642844701
587;CL32761000;Produit59;66;2024-03-22;864.4171992820059
588;CL6361000;Produit86;33;2024-03-28;810.3066802195375
589;CL53141000;Produit90;81;2024-01-06;993.8540925331258
590;CL87521000;Produit9;63;2024-01-03;903.7029607360313
591;CL21431000;Produit82;39;2023-12-04;19.659246232561777
592;CL10171000;Produit96;67;2023-07-12;525.8915964716693
593;CL40771000;Produit63;64;2023-09-17;406.5080276444546
594;CL32351000;Produit24;38;2023-08-28;124.03805069114456
595;CL33541000;Produit80;32;2023-10-10;896.3674947689875
596;CL74541000;Produit15;88;2024-01-11;523.9303391505972
597;CL77941000;Produit21;59;2023-11-01;572.3624651974468
598;CL23591000;Produit58;81;2023-11-23;403.46410003078915
599;CL43211000;Produit15;29;2024-01-07;720.588570261975
600;CL12871000;Produit44;46;2024-05-12;916.2280394384724
601;CL53891000;Produit80;97;2024-02-29;692.9879598238454
602;CL72451000;Produit83;46;2024-04-04;912.1554157765844
603;CL11361000;Produit45;34;2023-12-22;651.1091931212482
604;CL23031000;Produit98;20;2024-03-13;726.4366389091105
605;CL57481000;Produit30;85;2023-12-15;672.7629075289334
606;CL17551000;Produit69;53;2023-10-13;929.9789260839717
607;CL53281000;Produit42;71;2024-05-16;186.99173572081813
608;CL13721000;Produit42;95;2023-11-03;384.526336066308
609;CL77361000;Produit37;14;2023-10-10;28.28393865139657
610;CL38951000;Produit66;49;2024-05-06;176.89338568979005
611;CL61771000;Produit55;70;2023-11-04;812.1221504317178
612;CL54361000;Produit17;74;2024-05-25;224.8067558310627
613;CL55531000;Produit19;38;2024-03-21;94.4716891844673
614;CL78021000;Produit85;57;2023-06-19;315.681241194236
615;CL86541000;Produit44;89;2024-04-03;979.0336849770896
616;CL511000;Produit27;54;2023-09-23;419.77840016225196
617;CL42621000;Produit19;68;2023-10-31;644.5326254961873
618;CL42221000;Produit51;35;2023-11-06;445.01182569408513
619;CL25321000;Produit86;18;2023-09-19;469.14333451620456
620;CL71791000;Produit9;91;2023-08-31;767.9836724085002
621;CL44911000;Produit17;46;2023-08-20;449.7172679626911
622;CL54241000;Produit47;61;2023-09-08;29.37870297026602
623;CL80591000;Produit76;74;2024-04-21;626.722522627596
624;CL32021000;Produit25;46;2023-08-31;742.7276663297193
625;CL55611000;Produit41;36;2023-11-29;353.9069381115178
626;CL46321000;Produit89;79;2023-08-04;368.8124129801442
627;CL61801000;Produit20;83;2023-11-12;809.4227289822196
628;CL40331000;Produit23;93;2024-05-29;310.0531679192713
629;CL12591000;Produit29;80;2024-01-05;787.4651890835829
630;CL56121000;Produit24;31;2023-06-05;685.4387915107604
631;CL68421000;Produit58;6;2023-11-05;138.98624957839877
632;CL29441000;Produit36;95;2023-11-20;238.67982464448963
633;CL88991000;Produit6;85;2023-09-19;124.5071966829768
634;CL81701000;Produit10;31;2023-10-02;365.93600278181145
635;CL48021000;Produit66;66;2023-11-18;441.8961903138949
636;CL25551000;Produit2;46;2023-06-15;911.7566118569275
637;CL74421000;Produit75;45;2023-11-10;257.7695700948686
638;CL27721000;Produit34;50;2023-06-02;298.7385167669319
639;CL52761000;Produit53;48;2023-09-26;841.1546748894639
640;CL4241000;Produit16;96;2024-01-20;20.227607868292814
641;CL10941000;Produit19;67;2024-04-15;335.60461206078406
642;CL43051000;Produit23;74;2023-07-27;12.442937199283381
643;CL73521000;Produit63;17;2023-11-24;557.1267489596436
644;CL37351000;Produit25;71;2024-02-27;880.3748724676882
645;CL37861000;Produit97;98;2024-04-08;846.2778440277633
646;CL27631000;Produit74;5;2023-12-19;587.2915117816647
647;CL8741000;Produit88;32;2023-12-13;937.447887573069
648;CL80901000;Produit32;41;2023-08-17;123.67843640172221
649;CL60261000;Produit29;61;2024-04-11;635.7138275232917
650;CL15241000;Produit4;60;2023-09-20;534.8405564820323
651;CL12151000;Produit29;18;2023-07-06;753.3657605843521
652;CL78201000;Produit72;29;2023-06-27;395.52200729483695
653;CL35171000;Produit7;85;2023-10-06;476.11520107817745
654;CL3131000;Produit78;60;2023-09-05;141.96689879499644
655;CL61501000;Produit87;81;2024-04-26;472.57314629233286
656;CL56021000;Produit28;12;2024-03-23;400.47414292646545
657;CL85141000;Produit66;31;2023-09-19;754.4710078243223
658;CL45441000;Produit27;74;2024-04-15;254.22195492963743
659;CL46651000;Produit38;54;2023-12-09;266.58589266976537
660;CL14931000;Produit19;38;2024-01-14;615.8883652086688
661;CL40361000;Produit73;51;2023-12-13;681.8754088119548
662;CL50181000;Produit28;34;2024-02-25;60.21393533773923
663;CL83301000;Produit50;35;2024-05-27;844.0316060297904
664;CL70461000;Produit88;43;2023-10-15;572.3919433662854
665;CL69351000;Produit76;15;2023-10-25;856.7939434607599
666;CL66261000;Produit88;52;2023-11-30;783.1800272567309
667;CL2471000;Produit28;54;2024-03-15;779.8368289235456
668;CL7371000;Produit57;19;2023-07-27;269.4715824204868
669;CL24401000;Produit26;71;2023-12-28;837.9444437942013
670;CL73321000;Produit76;47;2024-03-11;368.2064363709381
671;CL85671000;Produit12;37;2023-12-02;114.23628973182188
672;CL34671000;Produit66;16;2024-03-20;606.8154999369265
673;CL25051000;Produit79;27;2023-11-14;275.3009220756897
674;CL52721000;Produit62;13;2023-08-27;443.66067793050803
675;CL50991000;Produit55;56;2024-01-02;304.7761118690754
676;CL85411000;Produit93;23;2024-02-18;907.3350060697965
677;CL2201000;Produit21;96;2023-07-11;670.8836662737974
678;CL65251000;Produit73;15;2024-03-14;453.32094271260945
679;CL69021000;Produit44;43;2023-07-01;469.0432181958678
680;CL2871000;Produit58;90;2024-05-30;835.8651765297068
681;CL66041000;Produit34;32;2024-05-20;634.4648423095779
682;CL631000;Produit98;2;2023-10-05;131.4196302589694
683;CL18851000;Produit70;82;2023-09-26;545.7259101875171
684;CL15661000;Produit7;2;2024-03-20;568.4321827807645
685;CL52881000;Produit79;66;2023-10-08;363.0989781992273
686;CL84091000;Produit23;40;2023-09-07;146.36302274142284
687;CL6251000;Produit62;32;2023-09-27;856.7969660608152
688;CL68161000;Produit0;6;2024-05-23;500.6768116438327
689;CL21681000;Produit81;59;2023-12-25;817.4789310828216
690;CL10521000;Produit82;41;2023-08-31;570.2465823450748
691;CL54251000;Produit8;25;2024-02-01;904.1076369871852
692;CL82351000;Produit34;58;2024-01-14;400.5369236488679
693;CL53821000;Produit31;85;2024-04-22;672.5224232820489
694;CL36481000;Produit70;91;2023-11-11;320.4553456954004
695;CL41531000;Produit38;60;2024-05-04;559.4923137570214
696;CL84181000;Produit75;95;2024-01-26;579.6176739237818
697;CL67191000;Produit76;95;2024-04-01;184.3110780756225
698;CL6621000;Produit39;35;2023-07-20;836.6209032745084
699;CL72071000;Produit62;22;2024-04-13;48.60608332464494
700;CL331000;Produit51;4;2024-04-29;519.8175904298737
701;CL57201000;Produit71;39;2023-10-22;790.5331783333004
702;CL43891000;Produit16;58;2024-04-18;141.00203894857185
703;CL61531000;Produit43;46;2023-06-21;95.15353619112925
704;CL56761000;Produit71;63;2024-02-24;176.72890338856868
705;CL25781000;Produit17;68;2023-11-10;956.9229492344921
706;CL15221000;Produit71;89;2023-09-26;362.9629190713007
707;CL14081000;Produit59;60;2023-09-15;483.91438093838764
708;CL52841000;Produit72;86;2024-02-02;249.09501850310366
709;CL22311000;Produit81;53;2023-12-29;817.8439741529032
710;CL44391000;Produit37;38;2024-02-26;228.64291595113312
711;CL48971000;Produit49;7;2024-01-14;948.0330053982104
712;CL65551000;Produit35;51;2023-10-01;744.1835681019508
713;CL73071000;Produit65;13;2023-11-08;935.1304873872313
714;CL61011000;Produit70;78;2024-02-01;935.1447531306897
715;CL82711000;Produit30;23;2024-05-11;908.411362630521
716;CL35951000;Produit89;82;2024-04-05;302.32277301364815
717;CL65401000;Produit98;13;2023-08-25;145.58000583847954
718;CL79621000;Produit10;85;2023-06-15;454.61199132707515
719;CL31861000;Produit66;71;2024-05-22;920.7303897737762
720;CL61641000;Produit23;14;2024-01-14;980.0491451733764
721;CL54511000;Produit27;42;2023-11-28;624.0826772749465
722;CL2291000;Produit27;66;2023-11-24;497.4250730825302
723;CL56521000;Produit51;77;2024-03-10;998.6232612236837
724;CL38521000;Produit86;16;2023-09-25;770.3292644066037
725;CL30341000;Produit39;33;2023-09-26;106.27646668261514
726;CL25171000;Produit73;20;2023-10-20;145.4143197553939
727;CL11041000;Produit0;78;2024-02-22;959.8343852808107
728;CL15971000;Produit34;1;2024-04-24;140.14368123200546
729;CL56281000;Produit70;17;2023-10-21;591.8347478945303
730;CL52151000;Produit23;51;2023-06-01;525.4714211277218
731;CL59941000;Produit73;31;2023-07-21;935.8207328187137
732;CL48111000;Produit57;11;2023-09-17;890.3602058518311
733;CL60571000;Produit27;17;2024-04-04;697.0216401317172
734;CL18061000;Produit45;25;2024-04-21;801.2350219232384
735;CL18661000;Produit20;99;2024-04-07;944.1882096118394
736;CL1871000;Produit8;29;2023-10-16;30.27465516977274
737;CL1601000;Produit27;52;2023-10-31;762.9926083233476
738;CL88571000;Produit56;22;2023-07-03;465.6344429205852
739;CL89771000;Produit28;27;2024-01-20;17.603226417103535
740;CL87661000;Produit23;52;2023-12-24;889.4611084220289
741;CL17551000;Produit18;32;2023-12-20;234.4718241209152
742;CL80161000;Produit27;26;2023-07-18;789.9945710574814
743;CL2501000;Produit66;38;2023-08-13;782.38063980362
744;CL88601000;Produit40;67;2023-10-05;152.64961389395495
745;CL7431000;Produit87;56;2023-09-14;731.9049628343226
746;CL67441000;Produit23;74;2024-03-22;506.1379944587262
747;CL72831000;Produit32;95;2023-07-02;924.8220323092844
748;CL38261000;Produit67;33;2024-03-14;499.2383334029912
749;CL71941000;Produit32;50;2024-05-01;118.96480835198835
750;CL32751000;Produit22;47;2024-03-19;436.4648745458752
751;CL32431000;Produit47;87;2024-04-20;643.5639644298888
752;CL31341000;Produit93;90;2023-08-20;527.7476112612861
753;CL20361000;Produit20;95;2024-01-09;426.37974657559846
754;CL59691000;Produit10;59;2024-04-19;533.349228147151
755;CL23311000;Produit31;24;2024-03-07;721.6937141215587
756;CL16701000;Produit21;34;2023-10-07;867.0381099319299
757;CL53271000;Produit94;66;2023-06-03;302.45842223923546
758;CL26911000;Produit13;23;2024-03-02;533.3593168970793
759;CL26211000;Produit17;75;2023-11-10;333.20075626301946
760;CL53571000;Produit4;82;2024-01-17;230.44039554081075
761;CL79751000;Produit60;61;2023-06-26;700.4015415291293
762;CL45561000;Produit25;56;2024-03-20;203.79274813928768
763;CL35601000;Produit73;76;2023-10-21;404.4553085552453
764;CL39511000;Produit27;46;2024-04-18;996.0823987703938
765;CL48671000;Produit34;65;2023-09-21;12.52073394484697
766;CL48391000;Produit81;2;2023-11-14;318.81191076492877
767;CL10261000;Produit73;65;2024-04-02;52.84050460666475
768;CL22961000;Produit64;70;2023-08-17;716.652751757335
769;CL55471000;Produit35;18;2024-01-04;711.8260755689222
770;CL83231000;Produit72;16;2023-09-01;360.0726337026157
771;CL89331000;Produit10;75;2023-12-07;711.4130788476808
772;CL22091000;Produit74;46;2024-05-01;884.6007522450479
773;CL79761000;Produit91;65;2023-11-02;712.0983813483252
774;CL2661000;Produit19;47;2024-05-16;222.15858214080913
775;CL59151000;Produit76;37;2024-01-31;80.52815333565627
776;CL53241000;Produit76;90;2024-01-01;494.3508041172415
777;CL54641000;Produit84;53;2023-08-16;78.52909129964178
778;CL27101000;Produit70;35;2024-01-10;326.36692966071837
779;CL84831000;Produit57;72;2024-05-07;664.7360953475185
780;CL78361000;Produit1;7;2024-01-30;21.497250316863997
781;CL40561000;Produit88;54;2024-05-17;602.2898145255296
782;CL46441000;Produit88;14;2024-04-03;77.43541926829195
783;CL71951000;Produit28;82;2023-08-01;125.94587151215133
784;CL7981000;Produit80;5;2023-11-29;610.1471316629219
785;CL42971000;Produit15;13;2024-04-13;193.98553259872682
786;CL42741000;Produit11;38;2023-08-12;716.6580707360938
787;CL70121000;Produit55;12;2024-05-12;711.846569379388
788;CL40991000;Produit31;39;2024-01-21;933.5914341536666
789;CL23411000;Produit28;46;2023-10-21;912.8496281628255
790;CL23691000;Produit56;58;2023-10-06;581.507567854551
791;CL38181000;Produit44;40;2023-12-26;351.88968217803824
792;CL1561000;Produit43;39;2024-03-22;80.31239486264101
